phrase,news_count,research_count,speech_count,news_percentage,research_percentage,speech_percentage,average_percentage,source,agriculture_and_food_production,healthcare_and_wellbeing,general,none_of_the_above
commission,2829.0,634.0,5342.0,0.0243,0.0058,0.0868,0.039,news_research_speech,False,False,True,False
governance,6471.0,1405.0,2964.0,0.0556,0.0129,0.0482,0.0389,news_research_speech,False,False,True,False
groups,3916.0,7008.0,1139.0,0.0337,0.0645,0.0185,0.0389,news_research_speech,False,False,True,False
communication,2807.0,6406.0,2083.0,0.0241,0.0589,0.0338,0.0389,news_research_speech,False,False,True,False
lawyers,4880.0,128.0,4514.0,0.042,0.0012,0.0733,0.0388,news_research_speech,False,False,True,False
allegations,9251.0,98.0,2172.0,0.0795,0.0009,0.0353,0.0386,news_research_speech,False,False,True,False
method,506.0,11661.0,250.0,0.0044,0.1073,0.0041,0.0386,news_research_speech,True,True,True,False
attempt,5926.0,3261.0,2130.0,0.051,0.03,0.0346,0.0385,news_research_speech,False,False,True,False
act,4392.0,1864.0,3704.0,0.0378,0.0172,0.0602,0.0384,news_research_speech,False,False,True,False
disease,4840.0,6171.0,1011.0,0.0416,0.0568,0.0164,0.0383,news_research_speech,False,True,False,False
steps,5354.0,2597.0,2726.0,0.046,0.0239,0.0443,0.0381,news_research_speech,False,False,True,False
military,4780.0,241.0,4372.0,0.0411,0.0022,0.071,0.0381,news_research_speech,False,False,True,False
sources,2510.0,8288.0,992.0,0.0216,0.0763,0.0161,0.038,news_research_speech,False,False,True,False
series,6668.0,3789.0,1246.0,0.0573,0.0349,0.0202,0.0375,news_research_speech,False,False,True,False
opposition,6910.0,294.0,3077.0,0.0594,0.0027,0.05,0.0374,news_research_speech,False,False,True,False
forms,3490.0,6290.0,1493.0,0.03,0.0579,0.0243,0.0374,news_research_speech,False,False,True,False
methods,594.0,11299.0,196.0,0.0051,0.104,0.0032,0.0374,news_research_speech,True,True,True,False
conclusion,2413.0,6046.0,2178.0,0.0207,0.0556,0.0354,0.0372,news_research_speech,False,False,True,False
funding,5661.0,2275.0,2585.0,0.0487,0.0209,0.042,0.0372,news_research_speech,True,True,True,False
mining,3400.0,1818.0,4048.0,0.0292,0.0167,0.0658,0.0372,news_research_speech,False,False,True,False
removal,6393.0,1510.0,2585.0,0.055,0.0139,0.042,0.037,news_research_speech,False,True,True,False
chief,2588.0,2678.0,3910.0,0.0223,0.0246,0.0635,0.0368,news_research_speech,False,False,True,False
relation,1849.0,8303.0,1057.0,0.0159,0.0764,0.0172,0.0365,news_research_speech,False,False,True,False
bit,1128.0,315.0,5918.0,0.0097,0.0029,0.0961,0.0362,news_research_speech,False,False,False,True
chiefs,5859.0,3462.0,1612.0,0.0504,0.0319,0.0262,0.0362,news_research_speech,False,False,True,False
effort,4516.0,3676.0,2211.0,0.0388,0.0338,0.0359,0.0362,news_research_speech,False,False,True,False
tax,2787.0,2854.0,3588.0,0.024,0.0263,0.0583,0.0362,news_research_speech,True,False,True,False
design,1403.0,9684.0,432.0,0.0121,0.0891,0.007,0.0361,news_research_speech,False,False,True,False
politicians,4549.0,728.0,3833.0,0.0391,0.0067,0.0623,0.036,news_research_speech,False,False,True,False
authorities,7327.0,1576.0,1856.0,0.063,0.0145,0.0302,0.0359,news_research_speech,False,False,True,False
water bodies,2907.0,1622.0,4128.0,0.025,0.0149,0.0671,0.0357,news_research_speech,True,True,False,False
reduction,2967.0,5986.0,1623.0,0.0255,0.0551,0.0264,0.0357,news_research_speech,False,True,True,False
officials,8371.0,1338.0,1374.0,0.072,0.0123,0.0223,0.0355,news_research_speech,False,False,True,False
help,4674.0,3636.0,1978.0,0.0402,0.0335,0.0321,0.0353,news_research_speech,False,True,True,False
vehicles,5599.0,2382.0,2192.0,0.0481,0.0219,0.0356,0.0352,news_research_speech,True,False,True,False
father,5674.0,1493.0,2637.0,0.0488,0.0137,0.0428,0.0351,news_research_speech,False,False,False,True
figure,2029.0,6534.0,1671.0,0.0174,0.0601,0.0271,0.0349,news_research_speech,False,False,False,True
brother,3121.0,486.0,4515.0,0.0268,0.0045,0.0733,0.0349,news_research_speech,False,False,True,False
car,4342.0,524.0,3827.0,0.0373,0.0048,0.0622,0.0348,news_research_speech,False,False,True,False
establishment,6175.0,3530.0,1151.0,0.0531,0.0325,0.0187,0.0348,news_research_speech,False,False,True,False
trade,5141.0,2731.0,2148.0,0.0442,0.0251,0.0349,0.0347,news_research_speech,True,False,True,False
seat,3782.0,365.0,4206.0,0.0325,0.0034,0.0683,0.0347,news_research_speech,False,False,True,False
employment,3719.0,4531.0,1853.0,0.032,0.0417,0.0301,0.0346,news_research_speech,False,False,True,False
distribution,2898.0,6753.0,1024.0,0.0249,0.0621,0.0166,0.0345,news_research_speech,True,True,True,False
strike,5564.0,204.0,3292.0,0.0478,0.0019,0.0535,0.0344,news_research_speech,False,False,True,False
record,4471.0,771.0,3530.0,0.0384,0.0071,0.0573,0.0343,news_research_speech,False,False,True,False
concept,1470.0,8415.0,803.0,0.0126,0.0774,0.013,0.0343,news_research_speech,False,False,True,False
emergency,2296.0,298.0,4934.0,0.0197,0.0027,0.0802,0.0342,news_research_speech,False,True,True,False
firm,2227.0,8539.0,263.0,0.0191,0.0786,0.0043,0.034,news_research_speech,True,False,True,False
compliance,4601.0,4405.0,1328.0,0.0396,0.0405,0.0216,0.0339,news_research_speech,False,False,True,False
conduct,4180.0,1905.0,2953.0,0.0359,0.0175,0.048,0.0338,news_research_speech,False,False,True,False
goals,4730.0,4277.0,1285.0,0.0407,0.0394,0.0209,0.0337,news_research_speech,False,False,True,False
households,2447.0,7879.0,430.0,0.021,0.0725,0.007,0.0335,news_research_speech,True,False,True,False
unity,8600.0,1034.0,1057.0,0.0739,0.0095,0.0172,0.0335,news_research_speech,False,False,True,False
effectiveness,1813.0,8717.0,290.0,0.0156,0.0802,0.0047,0.0335,news_research_speech,False,False,True,False
failure,5436.0,3558.0,1273.0,0.0467,0.0327,0.0207,0.0334,news_research_speech,False,False,True,False
stability,5010.0,2577.0,2063.0,0.0431,0.0237,0.0335,0.0334,news_research_speech,False,False,True,False
benefit,3206.0,2698.0,2950.0,0.0276,0.0248,0.0479,0.0334,news_research_speech,True,True,True,False
partners,7461.0,1579.0,1308.0,0.0641,0.0145,0.0212,0.0333,news_research_speech,True,False,True,False
launch,8305.0,102.0,1708.0,0.0714,0.0009,0.0277,0.0333,news_research_speech,False,False,True,False
consideration,2678.0,5554.0,1584.0,0.023,0.0511,0.0257,0.0333,news_research_speech,False,False,True,False
officers,6441.0,1096.0,2089.0,0.0554,0.0101,0.0339,0.0331,news_research_speech,False,False,True,False
candidates,5470.0,761.0,2794.0,0.047,0.007,0.0454,0.0331,news_research_speech,False,False,True,False
paper,1989.0,4272.0,2621.0,0.0171,0.0393,0.0426,0.033,news_research_speech,False,False,True,False
climate change,5566.0,2669.0,1591.0,0.0479,0.0246,0.0258,0.0328,news_research_speech,True,False,True,False
events,5545.0,2587.0,1663.0,0.0477,0.0238,0.027,0.0328,news_research_speech,False,False,True,False
prosecution,7523.0,140.0,1977.0,0.0647,0.0013,0.0321,0.0327,news_research_speech,False,False,True,False
colleague,1708.0,224.0,4985.0,0.0147,0.0021,0.081,0.0326,news_research_speech,False,False,True,False
crime,5153.0,844.0,2811.0,0.0443,0.0078,0.0457,0.0326,news_research_speech,False,False,True,False
thoughts,1809.0,884.0,4517.0,0.0156,0.0081,0.0734,0.0324,news_research_speech,False,True,True,False
objective,1977.0,7299.0,799.0,0.017,0.0672,0.013,0.0324,news_research_speech,False,False,True,False
contractors,2900.0,5790.0,1130.0,0.0249,0.0533,0.0184,0.0322,news_research_speech,False,False,True,False
charges,6248.0,689.0,2237.0,0.0537,0.0063,0.0363,0.0321,news_research_speech,False,False,True,False
improvement,2234.0,6735.0,907.0,0.0192,0.062,0.0147,0.032,news_research_speech,True,True,True,False
vehicle,4893.0,1688.0,2352.0,0.0421,0.0155,0.0382,0.0319,news_research_speech,False,False,True,False
opinion,1925.0,3764.0,2729.0,0.0166,0.0346,0.0443,0.0318,news_research_speech,False,False,True,False
works,2064.0,6906.0,881.0,0.0177,0.0635,0.0143,0.0318,news_research_speech,False,False,True,False
awareness,4740.0,4143.0,1024.0,0.0408,0.0381,0.0166,0.0318,news_research_speech,False,True,True,False
advice,3730.0,2110.0,2675.0,0.0321,0.0194,0.0435,0.0317,news_research_speech,False,True,True,False
samples,783.0,8966.0,357.0,0.0067,0.0825,0.0058,0.0317,news_research_speech,True,True,True,False
floor,3151.0,779.0,3718.0,0.0271,0.0072,0.0604,0.0316,news_research_speech,False,False,True,False
town,4061.0,2143.0,2466.0,0.0349,0.0197,0.0401,0.0316,news_research_speech,False,False,True,False
rights,4962.0,2156.0,1993.0,0.0427,0.0198,0.0324,0.0316,news_research_speech,False,True,True,False
appreciation,5150.0,2974.0,1369.0,0.0443,0.0274,0.0222,0.0313,news_research_speech,False,False,True,False
university,5062.0,1679.0,2116.0,0.0435,0.0154,0.0344,0.0311,news_research_speech,True,False,True,False
building,3489.0,3140.0,2107.0,0.03,0.0289,0.0342,0.031,news_research_speech,False,False,True,False
types,918.0,8426.0,440.0,0.0079,0.0775,0.0071,0.0308,news_research_speech,True,False,True,False
student,3527.0,2318.0,2501.0,0.0303,0.0213,0.0406,0.0307,news_research_speech,False,False,True,False
cocoa,3708.0,4188.0,1321.0,0.0319,0.0385,0.0215,0.0306,news_research_speech,True,False,False,False
judge,3679.0,113.0,3647.0,0.0316,0.001,0.0592,0.0306,news_research_speech,False,False,True,False
risks,3272.0,6117.0,413.0,0.0281,0.0563,0.0067,0.0304,news_research_speech,True,True,True,False
visit,7423.0,853.0,1171.0,0.0638,0.0078,0.019,0.0302,news_research_speech,False,False,True,False
governments,4600.0,2631.0,1646.0,0.0395,0.0242,0.0267,0.0301,news_research_speech,True,True,True,False
vice president,921.0,10.0,5055.0,0.0079,0.0001,0.0821,0.03,news_research_speech,False,False,True,False
thesis,83.0,9481.0,125.0,0.0007,0.0872,0.002,0.03,news_research_speech,True,False,True,False
systems,2904.0,3908.0,1758.0,0.025,0.036,0.0286,0.0299,news_research_speech,True,True,True,False
presidency,3400.0,17.0,3697.0,0.0292,0.0002,0.0601,0.0298,news_research_speech,False,False,True,False
lands,2447.0,1921.0,3124.0,0.021,0.0177,0.0507,0.0298,news_research_speech,True,False,True,False
candidate,3171.0,487.0,3548.0,0.0273,0.0045,0.0576,0.0298,news_research_speech,False,False,True,False
managers,1385.0,7519.0,493.0,0.0119,0.0692,0.008,0.0297,news_research_speech,True,False,True,False
oil,3201.0,2712.0,2248.0,0.0275,0.025,0.0365,0.0297,news_research_speech,False,False,True,False
assessment,1755.0,5366.0,1514.0,0.0151,0.0494,0.0246,0.0297,news_research_speech,True,True,True,False
thousands,6737.0,528.0,1603.0,0.0579,0.0049,0.026,0.0296,news_research_speech,False,False,True,False
term,3728.0,2761.0,1930.0,0.0321,0.0254,0.0314,0.0296,news_research_speech,False,False,True,False
supporters,5846.0,156.0,2272.0,0.0503,0.0014,0.0369,0.0295,news_research_speech,False,False,True,False
solutions,4069.0,2679.0,1771.0,0.035,0.0247,0.0288,0.0295,news_research_speech,True,True,True,False
song,6696.0,451.0,1637.0,0.0576,0.0041,0.0266,0.0294,news_research_speech,False,False,True,False
sort,1231.0,1107.0,4155.0,0.0106,0.0102,0.0675,0.0294,news_research_speech,True,False,True,False
electricity,3543.0,3139.0,1693.0,0.0305,0.0289,0.0275,0.029,news_research_speech,False,False,True,False
season,5289.0,1234.0,1839.0,0.0455,0.0114,0.0299,0.0289,news_research_speech,True,False,True,False
views,1985.0,4660.0,1637.0,0.0171,0.0429,0.0266,0.0289,news_research_speech,False,False,True,False
release,6325.0,1617.0,1065.0,0.0544,0.0149,0.0173,0.0289,news_research_speech,True,True,True,False
book,4845.0,989.0,2109.0,0.0417,0.0091,0.0343,0.0284,news_research_speech,False,False,True,False
voters,4512.0,403.0,2609.0,0.0388,0.0037,0.0424,0.0283,news_research_speech,False,False,True,False
attack,6500.0,515.0,1482.0,0.0559,0.0047,0.0241,0.0282,news_research_speech,False,False,True,False
threat,4859.0,1657.0,1688.0,0.0418,0.0152,0.0274,0.0281,news_research_speech,True,True,True,False
regulations,2893.0,3877.0,1432.0,0.0249,0.0357,0.0233,0.028,news_research_speech,True,True,True,False
hospitals,3702.0,2837.0,1613.0,0.0318,0.0261,0.0262,0.028,news_research_speech,False,True,False,False
nurses,3372.0,1910.0,2281.0,0.029,0.0176,0.0371,0.0279,news_research_speech,False,True,False,False
approval,4931.0,1813.0,1523.0,0.0424,0.0167,0.0247,0.0279,news_research_speech,False,True,True,False
direction,2252.0,3786.0,1815.0,0.0194,0.0348,0.0295,0.0279,news_research_speech,False,False,True,False
teaching,2774.0,5461.0,575.0,0.0239,0.0502,0.0093,0.0278,news_research_speech,True,False,True,False
fuel,3865.0,1451.0,2242.0,0.0332,0.0134,0.0364,0.0277,news_research_speech,False,False,True,False
award,5428.0,2160.0,1002.0,0.0467,0.0199,0.0163,0.0276,news_research_speech,False,False,True,False
husband,5717.0,1507.0,1204.0,0.0492,0.0139,0.0196,0.0276,news_research_speech,False,False,True,False
procedures,1212.0,6570.0,646.0,0.0104,0.0605,0.0105,0.0271,news_research_speech,False,True,True,False
loan,1964.0,4617.0,1335.0,0.0169,0.0425,0.0217,0.027,news_research_speech,True,False,True,False
plants,904.0,6778.0,674.0,0.0078,0.0624,0.0109,0.027,news_research_speech,True,False,False,False
client,2293.0,4425.0,1256.0,0.0197,0.0407,0.0204,0.0269,news_research_speech,False,False,True,False
vote,3479.0,130.0,3045.0,0.0299,0.0012,0.0495,0.0269,news_research_speech,False,False,True,False
developing countries,1062.0,7574.0,117.0,0.0091,0.0697,0.0019,0.0269,news_research_speech,True,True,True,False
calls,5735.0,417.0,1668.0,0.0493,0.0038,0.0271,0.0267,news_research_speech,False,False,True,False
delivery,3084.0,4551.0,704.0,0.0265,0.0419,0.0114,0.0266,news_research_speech,True,True,True,False
practices,1778.0,6069.0,532.0,0.0153,0.0558,0.0086,0.0266,news_research_speech,True,True,True,False
markets,3477.0,2564.0,1594.0,0.0299,0.0236,0.0259,0.0265,news_research_speech,True,False,True,False
guys,1257.0,45.0,4207.0,0.0108,0.0004,0.0683,0.0265,news_research_speech,False,False,False,True
football,3973.0,103.0,2715.0,0.0342,0.0009,0.0441,0.0264,news_research_speech,False,False,True,False
directive,5423.0,158.0,1917.0,0.0466,0.0015,0.0311,0.0264,news_research_speech,False,False,True,False
drivers,4635.0,1903.0,1346.0,0.0399,0.0175,0.0219,0.0264,news_research_speech,False,False,True,False
degree,903.0,6851.0,499.0,0.0078,0.063,0.0081,0.0263,news_research_speech,False,False,True,False
cities,2266.0,2465.0,2247.0,0.0195,0.0227,0.0365,0.0262,news_research_speech,False,False,True,False
council,1719.0,310.0,3751.0,0.0148,0.0029,0.0609,0.0262,news_research_speech,False,False,True,False
teacher,2428.0,3223.0,1708.0,0.0209,0.0297,0.0277,0.0261,news_research_speech,False,False,True,False
profitability,915.0,7250.0,224.0,0.0079,0.0667,0.0036,0.0261,news_research_speech,True,False,True,False
rule,3988.0,960.0,2154.0,0.0343,0.0088,0.035,0.026,news_research_speech,False,False,True,False
condition,3065.0,3154.0,1386.0,0.0264,0.029,0.0225,0.026,news_research_speech,False,True,True,False
judges,3202.0,194.0,2977.0,0.0275,0.0018,0.0484,0.0259,news_research_speech,False,False,True,False
independence,4339.0,2157.0,1260.0,0.0373,0.0198,0.0205,0.0259,news_research_speech,False,False,True,False
selection,1521.0,6253.0,413.0,0.0131,0.0575,0.0067,0.0258,news_research_speech,True,False,True,False
recognition,5287.0,2237.0,692.0,0.0455,0.0206,0.0112,0.0258,news_research_speech,False,False,True,False
friend,3243.0,620.0,2699.0,0.0279,0.0057,0.0438,0.0258,news_research_speech,False,False,True,False
theory,672.0,7024.0,432.0,0.0058,0.0646,0.007,0.0258,news_research_speech,False,False,True,False
differences,1190.0,6259.0,571.0,0.0102,0.0576,0.0093,0.0257,news_research_speech,False,False,True,False
victory,6456.0,243.0,1201.0,0.0555,0.0022,0.0195,0.0257,news_research_speech,False,False,True,False
hours,3878.0,1751.0,1703.0,0.0333,0.0161,0.0277,0.0257,news_research_speech,False,False,True,False
quarter,4143.0,628.0,2177.0,0.0356,0.0058,0.0354,0.0256,news_research_speech,False,False,True,False
initiatives,5869.0,1031.0,1024.0,0.0505,0.0095,0.0166,0.0255,news_research_speech,False,False,True,False
accordance,4000.0,2277.0,1298.0,0.0344,0.021,0.0211,0.0255,news_research_speech,False,False,True,False
investments,5186.0,2542.0,530.0,0.0446,0.0234,0.0086,0.0255,news_research_speech,True,False,True,False
trial,5610.0,621.0,1386.0,0.0482,0.0057,0.0225,0.0255,news_research_speech,False,True,True,False
sports,3075.0,254.0,2924.0,0.0264,0.0023,0.0475,0.0254,news_research_speech,False,False,True,False
voice,3784.0,635.0,2289.0,0.0325,0.0058,0.0372,0.0252,news_research_speech,False,False,True,False
pupils,2471.0,5528.0,222.0,0.0212,0.0509,0.0036,0.0252,news_research_speech,False,False,True,False
payments,4392.0,1684.0,1381.0,0.0378,0.0155,0.0224,0.0252,news_research_speech,True,False,True,False
answer,1515.0,1785.0,2801.0,0.013,0.0164,0.0455,0.025,news_research_speech,False,False,True,False
drugs,2539.0,3400.0,1328.0,0.0218,0.0313,0.0216,0.0249,news_research_speech,False,True,True,False
connection,3708.0,2550.0,1175.0,0.0319,0.0235,0.0191,0.0248,news_research_speech,False,False,True,False
movement,2946.0,2166.0,1774.0,0.0253,0.0199,0.0288,0.0247,news_research_speech,False,False,True,False
deal,6726.0,145.0,897.0,0.0578,0.0013,0.0146,0.0246,news_research_speech,False,False,True,False
attorney general,159.0,5.0,4433.0,0.0014,0.0,0.072,0.0245,news_research_speech,False,False,True,False
completion,3916.0,2794.0,861.0,0.0337,0.0257,0.014,0.0245,news_research_speech,False,False,True,False
agencies,3290.0,1554.0,1902.0,0.0283,0.0143,0.0309,0.0245,news_research_speech,False,False,True,False
duties,3697.0,2629.0,1072.0,0.0318,0.0242,0.0174,0.0245,news_research_speech,False,False,True,False
motivation,1358.0,5635.0,584.0,0.0117,0.0519,0.0095,0.0244,news_research_speech,False,True,True,False
books,2680.0,2633.0,1593.0,0.023,0.0242,0.0259,0.0244,news_research_speech,False,False,True,False
trees,2476.0,3341.0,1259.0,0.0213,0.0307,0.0205,0.0242,news_research_speech,True,False,False,False
districts,2728.0,3490.0,1040.0,0.0235,0.0321,0.0169,0.0242,news_research_speech,False,False,True,False
answers,1826.0,3255.0,1652.0,0.0157,0.03,0.0268,0.0242,news_research_speech,False,False,True,False
fund,2202.0,1106.0,2667.0,0.0189,0.0102,0.0433,0.0241,news_research_speech,True,False,True,False
plant,1227.0,5287.0,821.0,0.0105,0.0486,0.0133,0.0241,news_research_speech,True,False,False,False
activity,1601.0,4162.0,1233.0,0.0138,0.0383,0.02,0.024,news_research_speech,False,False,True,False
variety,1589.0,5738.0,316.0,0.0137,0.0528,0.0051,0.0239,news_research_speech,True,False,True,False
