text,language,priority,option1,option2,option3,model1,model2,model3
Nɔhyɛ nɔ: tsɔɔ + lɔ = tsɔɔlɔ,ada,1,Example: teach + er = teacher,,,gemini-3.6-flash,,
He kplali nɛ kplaa munyungu kake e se kɛ hɛ kpɛ ngɛ be kake mi.,ada,1,Affixes that attach to both the end and beginning of a single word at the same time.,,,gemini-3.6-flash,,
Nɔhyɛ nɔ: a+kpa+sa=akpasa.,ada,1,Example: a+kpa+sa=akpasa.,,,gemini-3.6-flash,,
Munyutso ɔ ji ‘kpa’.,ada,1,The root word is ‘kpa’.,,,gemini-3.6-flash,,
A kɛ ‘a’ kpla e se nɛ a kɛ ‘sa’ kpla,ada,1,"‘a’ is prefixed to it, and ‘sa’ is suffixed to it",,,gemini-3.6-flash,,
Yɔse kaa: E sa nɛ wa yɔse kaa pi gbi fɛɛ gbi nɛ tsuɔ kikɛmɛ a he kplali nɛ ɔmɛ tsuo a,ada,1,Note that: We must note that it is not every language that uses all these affixes,,,gemini-3.6-flash,,
O le Gana gbi ko nɛ tsuɔ enɛ ɔmɛ tsuo a he ni lo?,ada,1,Do you know any Ghanaian language that performs all these functions?,,,gemini-3.6-flash,,
"He kplali nɔhyɛ ni komɛ ngɛ Dangme mi ji: -lɔ, -hi, -li, a-, -mɛ, -tsɛ, -nyɛ, e- kɛ ekpa",ada,1,"Some examples of affixes in Dangme are: -lɔ, -hi, -li, a-, -mɛ, -tsɛ, -nyɛ, e-, and others",,,gemini-3.6-flash,,
Nɔhyɛ nɔ: tsɛ (father) ba peeɔ tsɛmɛ (fathers).,ada,1,Example: 'tsɛ' (father) becomes 'tsɛmɛ' (fathers).,,,gemini-3.6-flash,,
Ni tsumi 3.1 He kplali yomi,ada,1,Exercise 3.1 Identifying affixes,,,gemini-3.6-flash,,
Plɛ kɛ kpee o nyɛmi ɔ nɛ o tsɔɔ nɔ nɛ ji he kplali a nya.,ada,1,Turn to your partner and point out the function of the affixes.,,,gemini-3.6-flash,,
He kpali oti enyɔ: He kplali oti enyɔ pɔtɛɛ nɛ ngɛ.,ada,1,Two main affixes: There are two specific main affixes.,,,gemini-3.6-flash,,
He kplalɔ nɛ tsakeɔ munyungu ɔ sisi numi: Enɛ ɔ ji he kplalɔ nɛ tsakeɔ munyungu,ada,1,Modifier that changes the meaning of a word: This is a modifier that changes a word's,,,gemini-3.6-flash,,
"Ngɛ hiɛ ɔ, munyungu ɔ kɛ he kplalɔ ɔ ma nyɛ hɛɛ sisi numi ekpaakpa.",ada,1,"Here, the word and the modifier can carry different meanings.",,,gemini-3.6-flash,,
Nɔhyɛ nɔ: ke a ngɔ se kplalɔ,ada,1,Example: when the suffix,,,gemini-3.6-flash,,
"“hi” kɛ pata munyungu ‘tso’ he ɔ, e ba peeɔ ‘tsohi’.",ada,1,"‘hi’ is added to the word ‘tso’, it becomes ‘tsohi’.",,,gemini-3.6-flash,,
"‘tso (kake), tsohi (fuu/hiɛhiɛɛ)’.",ada,1,"‘tso (singular), tsohi (plural/many)’.",,,gemini-3.6-flash,,
Ni tsumi 3.2 He kplali yomi,ada,1,Exercise 3.2 Identifying affixes,,,gemini-3.6-flash,,
Kɛ a plɛɔ kɛ tsakeɔ munyungu ɔ sisi numi,ada,1,How the meaning of the word is changed,,,gemini-3.6-flash,,
He kplali a he ni tsumi: He kplali a he ni tsumi ngɛ munomuno.,ada,1,Functions of affixes: Functions of affixes are varied.,,,gemini-3.6-flash,,
A yeɔ bua nɛ wa naa munyungu ehehi kɛ jeɔ munyungu poku ɔ mi.,ada,1,They help us get new words from the root word.,,,gemini-3.6-flash,,
A tsakeɔ munyungu kɛ jeɔ munyungukuu ko mi kɛ yaa munyungukuu kpa mi.,ada,1,They change a word from one word class to another word class.,,,gemini-3.6-flash,,
A tsakeɔ munyungu ɔ kɛ jeɔ be pɔtɛɛ ko mi kɛ yaa be ekpa mi ngɛ animosa glɛ nɔ.,ada,1,They change the word from a specific tense to another tense in a clear way.,,,gemini-3.6-flash,,
A tsakeɔ munyungu ɔ kɛ jeɔ kake mi kɛ yaa hiɛhiɛɛ mi ngɛ animosa glɛ nɔ.,ada,1,They change the word from singular to plural in a clear way.,,,gemini-3.6-flash,,
A tsakeɔ peemimunyu kɛ peeɔ biɛ.,ada,1,They change a verb into a noun.,,,gemini-3.6-flash,,
"Nɔhyɛ ni: ye + li = yeli, ngma + lɔ = ngmalɔ.",ada,1,"Examples: ye + li = yeli (eating/eaters), ngma + lɔ = ngmalɔ (writer).",,,gemini-3.6-flash,,
A tsakeɔ biɛ kɛ peeɔ kalelɔ.,ada,1,A noun is changed to become an adjective.,,,gemini-3.6-flash,,
A tsakeɔ kalelɔ kɛ peeɔ biɛ.,ada,1,An adjective is changed to become a noun.,,,gemini-3.6-flash,,
A waa kɛ haa gbi ɔ kasemi kɛ e ngmami.,ada,1,They help in learning and writing the language.,,,gemini-3.6-flash,,
Ni tsumi 3.3 Nɔ pɔtɛɛ he foni,ada,1,Activity 3.3 Specific place diagram,,,gemini-3.6-flash,,
Ni tsumi 3.4 He kplali womi kɛ pee munyungu ehehi,ada,1,Activity 3.4 Affixes book to make new words,,,gemini-3.6-flash,,
Mo yɔse he kplali nɛ ngɛ munyunguhi nɛ nyɛɛ se ɔmɛ a mi konɛ o tsɔɔ he kplali,ada,1,Identify the affixes in the following words so that you can show the affixes,,,gemini-3.6-flash,,
Tsake munyunguhi nɛ nyɛɛ se ɔmɛ kɛ pee biɛhi aloo kaleli.,ada,1,Change the following words to make nouns or adjectives.,,,gemini-3.6-flash,,
A ni tsumi pɔtɛɛ ji a tsaa/blaa munyunguhi kɛ munyuzahi.,ada,1,Their specific function is to join words and sentences.,,,gemini-3.6-flash,,
E kaseɔ ni lɔ ɔ he ɔ e le ni.,ada,1,"He studies, therefore he knows.",,,gemini-3.6-flash,,
Kofi kɛ Amaki ye ni ɔ.,ada,1,Kofi and Amaki ate the food.,,,gemini-3.6-flash,,
Ni tsumi 3.5 Tsali a nya tsɔɔmi,ada,1,Exercise 3.5 Identification of Conjunctions,,,gemini-3.6-flash,,
Nyɛɛ ngɔ nya tsɔɔmi nɛ nyɛ ha ngɛ sukuu tsu ɔ mi ɔ kɛ kudɔ nyɛ he.,ada,1,Use the instruction you were given in the classroom to guide yourselves.,,,gemini-3.6-flash,,
Wa ngɛ tsali slɔɔtohi.,ada,1,We have different types of conjunctions.,,,gemini-3.6-flash,,
Wa maa sɛsɛ etɛ pɛ he.,ada,1,We will discuss only three.,,,gemini-3.6-flash,,
Tsali enyɔ nɛ a bla,ada,1,Two conjunctions that are joined,,,gemini-3.6-flash,,
Akplahe munyukpɔ nya blili,ada,1,Correlative conjunctions,,,gemini-3.6-flash,,
"Majua tsali nɔhyɛ ni ji: nɛ, se, kɛ, loko kɛ ekpa",ada,1,"Examples of conjunctions are: and, but, with, before and others",,,gemini-3.6-flash,,
Majua tsali a he ni tsumihi,ada,1,Functions of conjunctions,,,gemini-3.6-flash,,
Majua tsali nɛ tsaa munyunguhi kɛ munyukpafahi.,ada,1,Conjunctions that join words and phrases.,,,gemini-3.6-flash,,
"Majua tsali nɛ tsaa munyunguhi kɛ munyukpafahi: a tsu we (,) he ni ngɛ tsalɔ ɔ se.",ada,1,"Conjunctions that join words and phrases: a comma (,) is not used after the conjunction.",,,gemini-3.6-flash,,
Amɛ ye ni ɔ se Adi bɛɛ tsu ɔ mi.,ada,1,"After they ate, Adi swept the room.",,,gemini-3.6-flash,,
Majua tsali nɛ tsaa dɛhe munyukpɔ kɛ akplahe munyukpɔ kɛ blaa.,ada,1,Conjunctions that join main clauses and subordinate clauses together.,,,gemini-3.6-flash,,
"Nɔhyɛ ni ji nɛ, se, loko, ke, aloo kɛ ekpa",ada,1,"Examples are: but, before, if, or, and others",,,gemini-3.6-flash,,
"Ke e maa hi ɔ, nyɛɛ hi si ngɛ tue mi jɔmi mi.",ada,1,"If possible, live in peace.",,,gemini-3.6-flash,,
"Loko ta maa wo ɔ, e je zugba a.",ada,1,"Before the war starts, he has left the land.",,,gemini-3.6-flash,,
Tsali blablɛ: A ji tsali nɛ tsuɔ ni kɛ blaa.,ada,1,Correlative conjunctions: These are conjunctions that work in pairs.,,,gemini-3.6-flash,,
E ya bɔ nɛ pee nɛ a na lɛ.,ada,1,He went so that he would be seen.,,,gemini-3.6-flash,,
Nyumu ɔ tsu ni ɔ kaa bɔ nɛ a de lɛ ɔ.,ada,1,The man did the work as he was told.,,,gemini-3.6-flash,,
E ye ni ɔ se mohu e tɔɛ.,ada,1,"He ate the food, however, he was not full.",,,gemini-3.6-flash,,
Nɔhyɛ ni ngɛ munyuzahi a mi,ada,1,Example in sentences,,,gemini-3.6-flash,,
"Akɛnɛ o bɛ mla a, e bɛ sukuu.",ada,1,"Since you do not have the law, he is not going to school.",,,gemini-3.6-flash,,
E be subai lɔ ɔ he ɔ e nɛ gba kpakpa.,ada,1,"Because of that behavior, he will not get a good marriage.",,,gemini-3.6-flash,,
Ni tsumi 3.6 Tsali ngɛ munyuzahi a mi,ada,1,Activity 3.6 Connectors in sentences,,,gemini-3.6-flash,,
Ngmaa nɔhyɛ ni etɛɛtɛ kɛ ha tsali slɔɔto ɔmɛ konɛ o ngɔ eko fɛɛ eko kɛ wo munyuza,ada,1,Write three examples for each of the different connectors and put each one into a sentence.,,,gemini-3.6-flash,,
Moo kane o heto ɔ kɛ ha nyɛ tsu mi bi ɔmɛ konɛ o tsɔɔ o heto ɔmɛ a nya.,ada,1,Read your answer to your classmates so you can explain your answers.,,,gemini-3.6-flash,,
Se namihi ngɛ tsali a he ni tsumi mi,ada,1,Importance/Benefits of pronouns in use,,,gemini-3.6-flash,,
A sɛsɛɔ nɔ he je he.,ada,1,They avoid repetition of a person/thing.,,,gemini-3.6-flash,,
A yeɔ buaa nɛ a kɛ munyukpɔ aloo munyukpɔfa piɛɛɔ/pataa munyukpɔ aloo,ada,1,They help to add/attach a phrase or clause to another phrase or,,,gemini-3.6-flash,,
A yeɔ buaa nɛ a ngɔɔ yi mi tomi ko kɛ pataa yi mi tomi ekpa he.,ada,1,They help to join one purpose to another purpose.,,,gemini-3.6-flash,,
A yeɔ buaa kɛ ha nɔ kɛ nɔ he tomi.,ada,1,They help in making comparisons.,,,gemini-3.6-flash,,
A yeɔ buaa kɛ tsɔɔ nɔ ko nɛ ya nɔ.,ada,1,They help to show something that happened.,,,gemini-3.6-flash,,
Tsali ngɛ munyuzahi a mi,ada,1,Pronouns in complex sentences,,,gemini-3.6-flash,,
Mlaa komɛ ngɛ nɛ kudɔɔ wɔ kɛ ha tsali a he ni tsumi.,ada,1,There are some rules that guide us on the use of pronouns.,,,gemini-3.6-flash,,
"Tsali blaa susumi, nɔ peemi kɛ yi mi tomi.",ada,1,"A translator's thoughts, actions, and intentions.",,,gemini-3.6-flash,,
Tsali a he hia kɛ ha nihi a he so tomi.,ada,1,Translators are needed for comparing people.,,,gemini-3.6-flash,,
"Ke o ngɛ tsali a he ni tsue ɔ, bɔɔ mɔde kaa o munyuza amɛ maa hi animosa glɛ",ada,1,"When you are working on translation, try to ensure your subject matter is accurately reflected,",,,gemini-3.6-flash,,
Blɔ slɔɔtohi a nɔ ngɛ nɛ a guɔ kɛ peeɔ munyungu ehehi.,ada,1,There are various ways through which new words are formed.,,,gemini-3.6-flash,,
Ni tsumi 3.7 Bɔ nɛ a naa munyungu ehehi ha ngɛ gbi ko mi,ada,1,Exercise 3.7 How new words are identified in a language,,,gemini-3.6-flash,,
Kɛ nyɛ woɔ ni ehehi nɛ ngɛ bae ngɛ nyɛ ma a mi biɛ kɛɛ?,ada,1,What do you call bad things that are coming into your town?,,,gemini-3.6-flash,,
Mɛnɔ nɛ woɔ ni ɔmɛ a biɛ?,ada,1,Who gives these things a name?,,,gemini-3.6-flash,,
Munyungu tsami/blami: E ji blɔ nɔ nɛ a guɔ kɛ blaa munyungu enyɔ kɛ peeɔ,ada,1,Word compounding/joining: It is the way by which two words are joined to make,,,gemini-3.6-flash,,
(biɛ kɛ kalelɔ nɛ a bla),ada,1,(noun and adjective combined),,,gemini-3.6-flash,,
Ni tsumi 3.8 Munyungu blablɛ ɔmɛ yomi,ada,1,Exercise 3.8 Reading compound words,,,gemini-3.6-flash,,
"(fiɛmi, eyo, yelɔ, enuɔ, ohia, nyɛwayo, manyɛ, hlɔmi,",ada,1,"(play, female, eater, four, poverty, little finger, queen/mother, hunting,",,,gemini-3.6-flash,,
Munyungu he kpɔmi: Enɛ ɔ sisi ji munyungu nɔ pomi aloo munyungu he tsɔmi.,ada,1,Word stripping/affixation: This means reducing a word or clearing/stripping a word.,,,gemini-3.6-flash,,
"Munyungu ɔ nɛ a ya ba a, a tsɛɔ lɛ",ada,1,The word that has been borrowed is called,,,gemini-3.6-flash,,
"Munyungu babɛɛ nɛ ba sɛ Dangme mi ɔ ekomɛ ji hledio-radio, ɛlopleeaeroplane, sɛmɛti-cement, kasiɔkɔ kɛ ekpa komɛ.",ada,1,"Some borrowed words that have entered Dangme include radio, aeroplane, cement, cassock, and others.",,,gemini-3.6-flash,,
Ni tsumi 3.9 Munyunguhi nɛ a ba kɛ je gbi kpahi a mi yomi,ada,1,Exercise 3.9 Reading words borrowed from other languages,,,gemini-3.6-flash,,
Se namihi ngɛ munyungu ehe peemi he,ada,1,Benefits of coining new words,,,gemini-3.6-flash,,
E yeɔ buaa kɛ haa gbi ɔ wami.,ada,1,It helps to keep the language alive.,,,gemini-3.6-flash,,
E yeɔ buaa nɛ gbihi sɛɔ a sibi a mi.,ada,1,It helps languages to blend into one another.,,,gemini-3.6-flash,,
E yeɔ buaa kɛ haa munyungu ehe nami kɛ e he juɛmi ehe nami.,ada,1,It helps in getting new words and understanding their new meanings.,,,gemini-3.6-flash,,
E yeɔ buaa kɛ haa gbi ɔ kasemi.,ada,1,It helps in learning the language.,,,gemini-3.6-flash,,
E yeɔ buaa nɛ a kɛ yoɔ he nɛ munyungu ehe ɔ puɛ kɛ je.,ada,1,It helps to identify where the new word originated from.,,,gemini-3.6-flash,,
Ni tsumi 3.10 Nɔ pɔtɛɛ he foni,ada,1,Exercise 3.10 Specific person's profile,,,gemini-3.6-flash,,
Yibɔ 3.2: Munyungu ehe peemi,ada,1,Figure 3.2: Coining new words,,,gemini-3.6-flash,,
Tsɔɔ he kplali a nya.,ada,1,Explain the function of adjectives.,,,gemini-3.6-flash,,
Ngmaa he kplali slɔɔto nɛ ngɛ Dangme mi.,ada,1,Write different types of adjectives in Dangme.,,,gemini-3.6-flash,,
Yɔse he kplali eywiɛ ngɛ Dangme mi nɛ o ngma mɛ.,ada,1,Identify four adjectives in Dangme and write them down.,,,gemini-3.6-flash,,
Sɛsɛ he kplali ni tsumi eywiɛ he.,ada,1,Discuss four functions of adjectives.,,,gemini-3.6-flash,,
Yɔse he kplali ngɛ munyunguhi nɛ nyɛɛ se ɔmɛ a mi konɛ o tsɔɔ he kplali nɛ a ji.,ada,1,Identify adjectives in the following words and state what kind of adjectives they are.,,,gemini-3.6-flash,,
Sɛsɛ he kplali a he ni tsumi eywiɛ he.,ada,1,Discuss four functions of adjectives.,,,gemini-3.6-flash,,
Tsɔɔ nɔ nɛ tsali ji.,ada,1,Explain what conjunctions are.,,,gemini-3.6-flash,,
Ngmaa tsali slɔɔto ɔmɛ.,ada,1,Write the different types of conjunctions.,,,gemini-3.6-flash,,
Moo tsɔɔ tsali slɔɔto ɔmɛ nɛ o ngma a nya.,ada,1,Explain the different types of conjunctions that you wrote.,,,gemini-3.6-flash,,
Moo po tsali nɛ ngɛ munyuzahi nɛ nyɛɛ se ɔmɛ a mi ɔ sisi.,ada,1,Underline the conjunctions in the following sentences.,,,gemini-3.6-flash,,
Baake ngɛ ni kanee nɛ Nuɛte ngɛ ni ngmae.,ada,1,Baake is reading and Nuete is writing.,,,gemini-3.6-flash,,
Kaa e ba hiɛ ɔ wa ko je munyu ɔ nya.,ada,1,If he had come early we would have started the meeting.,,,gemini-3.6-flash,,
Hwɔ ngɛ lɛ yee lɔ ɔ he ɔ e ye ni.,ada,1,"Because he was hungry, he ate.",,,gemini-3.6-flash,,
O suɔ joma aloo otimi.,ada,1,Do you like jollof or otimi?,,,gemini-3.6-flash,,
Moo tsɔɔ munyungu ehe peemi blɔ nya tomi ɔ nya.,ada,1,Explain the process of forming new words.,,,gemini-3.6-flash,,
Mo yɔse munyungu ehe peemi blɔ nya tomi etɛ ngɛ Dangme mi.,ada,1,Identify three processes of forming new words in Dangme.,,,gemini-3.6-flash,,
Sɛsɛ munyungu ehe peemi blɔ nya tomi etɛ ngɛ Dangme mi ɔ he.,ada,1,Write down three processes of forming new words in Dangme.,,,gemini-3.6-flash,,
Sɛsɛ se nami etɛ nɛ ngɛ munyungu ehe peemi blɔ nɔ tomi ɔ he ngɛ Dangme mi.,ada,1,Write three benefits of the word formation process in Dangme.,,,gemini-3.6-flash,,
Yɔse munyungu ehe peemi blɔ nɔ tomi nɔhyɛ ni ngɛ demiyo nɛ nyɛɛ se ɔ mi.,ada,1,Identify word formation examples in the following story.,,,gemini-3.6-flash,,
"Mwɔnɛmwɔnɛ ɔ, juɛmi klami he hia wawɛɛ ngɛ wa sukuu tsɔsemi mi.",ada,1,"Nowadays, ICT is very important in our school education.",,,gemini-3.6-flash,,
(google) kɛ hlaa nihi nɛ tsɔɔli ngɔɔ sɛgbi kɛ haa nihi kɛ guɔ yi-meli (e-mail) nɔ.,ada,1,Use (Google) to search for information where teachers send notes to people through e-mail.,,,gemini-3.6-flash,,
"Bimi ɔ ji kaa, mɛni ma tsa nɔ?",ada,1,"The question is, what will continue?",,,gemini-3.6-flash,,
Sɛ Enyɔ MI GBAMI 4,ada,1,Part Two MY BLESSING 4,,,gemini-3.6-flash,,
Mlaahi nɛ kudɔɔ gbi ɔ ngmami,ada,1,Rules that guide the writing of the language,,,gemini-3.6-flash,,
Munyukpɔfa ji munyungu aloo munyunguhi nɛ a tsuɔ ni pɔtɛɛ ngɛ gbi ko mi.,ada,1,A part of speech is a word or words that perform specific functions in a language.,,,gemini-3.6-flash,,
Munyukpɔ ji munyunguhi nɛ a bla mɛ kɛ pee munyuza.,ada,1,A sentence is a group of words put together to make complete sense.,,,gemini-3.6-flash,,
E hɛɛ peelɔ kɛ peemi.,ada,1,It has a subject and a verb.,,,gemini-3.6-flash,,
"Ngɛ ni ngmami mi ɔ, a tsuɔ okadihi a he ni konɛ sisi numi nɛ je kpo.",ada,1,"In writing, punctuation marks are used so that meaning becomes clear.",,,gemini-3.6-flash,,
"Ekomɛ ji nyata, nyataakɔnya, akɔnya, kaa, asinɔkɔ kɛ ekpa",ada,1,"Some are question mark, exclamation mark, comma, colon, semicolon, and full stop.",,,gemini-3.6-flash,,
Mo wo o heto ɔ kɛ to nyɛ kuu mi bi ɔmɛ a ni ɔmɛ a he.,ada,1,Compare your answer with those of your group members.,,,gemini-3.6-flash,,
Munyukpɔfa: Munyukpɔfa ji munyungu aloo munyunguhi nɛ a tsuɔ ni pɔtɛɛ ngɛ gbi,ada,1,Phrase: A phrase is a word or group of words that performs a specific function in a language.,,,gemini-3.6-flash,,
E sa nɛ munyukpɔfa a nɛ hɛɛ munyukpɔfa yi.,ada,1,A phrase must have a head word.,,,gemini-3.6-flash,,
Munyukpɔfa nɔhyɛ ni komɛ nɛ nyɛɛ se ɔ nɛ:,ada,1,Here are some examples of phrases below:,,,gemini-3.6-flash,,
"Tɔ, tso, tade ɔ, womi ɔ kɛ ekpa komɛ.",ada,1,"Bottle, tree, the dress, the book, and some others.",,,gemini-3.6-flash,,
Enɛ ɔ ji munyukpɔfa nɛ biɛ aloo biɛnanemidalɔ peeɔ munyukpɔfa a yi.,ada,1,This is the phrase that a noun or noun pronoun forms the head of the phrase.,,,gemini-3.6-flash,,
Biɛ munyukpɔfa ma nyɛ pee munyungu kake: biɛnanemidalɔ aloo biɛ.,ada,1,A noun phrase can be a single word: a pronoun or a noun.,,,gemini-3.6-flash,,
Daka 4.1: Biɛ munyukpɔfa kɛ e blɔ nɔ tomi nɔhyɛ ni ngɛ daka nɛ nyɛɛ se ɔ mi,ada,1,Box 4.1: Noun phrase and its arrangement example in the following box,,,gemini-3.6-flash,,
"Ngɛ daka 4.1 mi ɔ, o yo kaa biɛmunyukpɔfa (BMKF) nɔhyɛ ni ɔmɛ hɛɛ biɛ aloo",ada,1,"In box 4.1, you noticed that the noun phrase (NP) examples contain a noun or",,,gemini-3.6-flash,,
Heninegbɔlɔ piɛɛ we munyukpɔfa a he.,ada,1,A modifier is not part of the phrase.,,,gemini-3.6-flash,,
Wa ma nyɛ na munyungu pe kake ngɛ biɛ munyukpɔfa mi.,ada,1,We can find more than one word in a noun phrase.,,,gemini-3.6-flash,,
Nɔhyɛ ni komɛ ngɛ daka nɛ nyɛɛ se ɔ mi.,ada,1,Here are some examples in the table below.,,,gemini-3.6-flash,,
Daka 4.2: Biɛ munyukpɔfa nɛ hɛɛ munyungu ekpahi.,ada,1,Table 4.2: Noun phrases containing six words.,,,gemini-3.6-flash,,
Biɛ munyukpɔfa nɔhyɛ ni,ada,1,Noun phrase examples,,,gemini-3.6-flash,,
Tso sɛ nyafii ɔ,ada,1,The very small wooden chair,,,gemini-3.6-flash,,
Biɛ munyukpɔfa kɛ e he kaleli,ada,1,The noun phrase and its modifiers,,,gemini-3.6-flash,,
Kaleli nɛ ɔmɛ ji munyunguhi aloo munukpɔfahi nɛ tuɔ biɛ yi ɔ he munyu.,ada,1,These modifiers are words or phrases that describe the head noun.,,,gemini-3.6-flash,,
Nɔhyɛ ni komɛ ji nɛ ɔ nɛ:,ada,1,Here are some examples:,,,gemini-3.6-flash,,
Jamɛ a tso sɛ ɔ,ada,1,That wooden chair,,,gemini-3.6-flash,,
"Ngɛ kekle nɔhyɛ nɔ ɔ mi ɔ, se heninegbɔlɔ kalelɔ ɔ ji jamɛ a.",ada,1,"In the first example, the post-modifier is that.",,,gemini-3.6-flash,,
"Ngɛ nɔhyɛ nɔ 3 ɔ mi ɔ, biɛ yi ɔ hɛɛ se heninegbɔlɔ kaleli enyɔ.",ada,1,"In example 3, the noun phrase has two post-modifiers.",,,gemini-3.6-flash,,
Mɛ ji jamɛ a kɛ tso.,ada,1,They are 'that' and 'wooden'.,,,gemini-3.6-flash,,
Nyumu gaga agbo ɔ.,ada,1,"The tall, big man.",,,gemini-3.6-flash,,
"Ngɛ nɔhyɛ ni 4 kɛ 5 mi ɔ, hɛ kpɛ kaleli ɔmɛ ba ngɛ biɛ yi ɔ hɛ kpɛ.",ada,1,"In examples 4 and 5, the pre-modifiers are in front of the noun.",,,gemini-3.6-flash,,
Kaleli ɔmɛ gbaa nihi nɛ kɔɔ biɛ yi ɔ he ɔ kpɛ,ada,1,The modifiers describe the noun phrases,,,gemini-3.6-flash,,
Biɛ yi ma nyɛ hɛɛ hɛ kpɛ heninegbɔlɔ kalelɔ kɛ se heninegbɔlɔ kaleli.,ada,1,Noun phrases can contain pre-head modifiers and post-head modifiers.,,,gemini-3.6-flash,,
Maku tade ehe ko,ada,1,Maku's new dress,,,gemini-3.6-flash,,
Se kalelɔ biɛ yi hɛ kpɛ heninegbɔlɔ kaleli,ada,1,Post-modifier noun phrases pre-head modifiers,,,gemini-3.6-flash,,
Jamɛ a bo sɛ yaya a,ada,1,That bad habit,,,gemini-3.6-flash,,
Se heninegbɔlɔ kaleli biɛ yi hɛ kpɛ heninegbɔlɔ kaleli,ada,1,Post-modifier noun phrases post-head modifiers,,,gemini-3.6-flash,,
Ni tsumi 4.1 Biɛ munyukpɔfa peemi,ada,1,Activity 4.1 Noun phrase formation,,,gemini-3.6-flash,,
"Ngɛ nyɛ kuu ɔmɛ a mi ɔ, nyɛɛ ngma biɛ munyukpɔfa etɛɛtɛ.",ada,1,"In your groups, write three noun phrases each.",,,gemini-3.6-flash,,
Peemimunyu munyukpɔfa ji munyukpɔfa nɛ dɛhe peemimunyu ɔ ji munyukpɔfa a yi.,ada,1,A verb phrase is a phrase in which the main verb is the head of the phrase.,,,gemini-3.6-flash,,
"Peemimunyu munyukpɔfa nɛ hɛɛ dɛhe peemimunyu kake pɛ ɔ, a tsɛɔ lɛ peemimunyu",ada,1,A verb phrase that contains only one main verb is called a simple verb phrase.,,,gemini-3.6-flash,,
"Hyɛ nɔhyɛ ni nɛ nyɛɛ se ɔmɛ: ye, ba, nu, jaje, tsua, ngma kɛ ekpa komɛ.",ada,1,"Look at the following examples: eat, come, drink, announce, strike, write, and others.",,,gemini-3.6-flash,,
"Peemimunyu munyukpɔfa ma nyɛ hɛɛ peemimunyu wali, dɛhe peemimunyu kɛ",ada,1,"A verb phrase can contain verb helpers, main verbs, and",,,gemini-3.6-flash,,
Daka 4.3: Peemimunyu munyukpɔfa kɛ e blɔ nɔ tomi,ada,1,Box 4.3: The verb phrase and its structure,,,gemini-3.6-flash,,
Munyukpɔfa blɔ nɔ tomi,ada,1,Structure of a phrase,,,gemini-3.6-flash,,
Awisi ngɛ ni yee.,ada,1,Awisi is eating.,,,gemini-3.6-flash,,
Yoyo ɔ ke lɛ womi,ada,1,Yoyo gave him/her a book.,,,gemini-3.6-flash,,
Ni tsumi 4.2 Peemimunyu munyukpɔfa peemi,ada,1,Activity 4.2 Verb phrase formation,,,gemini-3.6-flash,,
"Ngɛ nyɛ kuu ɔmɛ a mi ɔ, nyɛɛ ngma peemimunyu munyukpɔfa etɛɛtɛ.",ada,1,"In your groups, write three verb phrases each.",,,gemini-3.6-flash,,
E ji munyukpɔfa nɛ hɛɛ miblɛkelɔ kaa munyukpɔfa a yi.,ada,1,It is a phrase that has an adverb as the head of the phrase.,,,gemini-3.6-flash,,
